username,text,timestamp,cleaning_text,case_folding,hasil_normalisasi,provider,tokenize,stopward removal
saprnd,"Min mau lapor, abis beli paket data. Paket yang diterima tidak sesuai, bingung lapornya kemana my xl gaada respon",12/31/25 11:05 PM,Min mau lapor abis beli paket data Paket yang diterima tidak sesuai bingung lapornya kemana my xl gaada respon,min mau lapor abis beli paket data paket yang diterima tidak sesuai bingung lapornya kemana my xl gaada respon,min mau lapor habis beli paket data paket yang diterima tidak sesuai bingung lapornya kemana my xl tidak ada respon,XL,"['min', 'mau', 'lapor', 'habis', 'beli', 'paket', 'data', 'paket', 'yang', 'diterima', 'tidak', 'sesuai', 'bingung', 'lapornya', 'kemana', 'my', 'xl', 'tidak', 'ada', 'respon']",lapor habis beli paket data paket diterima sesuai bingung lapornya kemana my xl respon
toveerain,"Sebelumnya nomor saya diblock karyawan XL Pekanbaru, sekarang dapat notifikasi email juga diblock?",12/31/25 11:05 PM,Sebelumnya nomor saya diblock karyawan XL Pekanbaru sekarang dapat notifikasi email juga diblock,sebelumnya nomor saya diblock karyawan xl pekanbaru sekarang dapat notifikasi email juga diblock,sebelumnya nomor saya diblock karyawan xl pekanbaru sekarang dapat notifikasi email juga diblock,XL,"['sebelumnya', 'nomor', 'saya', 'diblock', 'karyawan', 'xl', 'pekanbaru', 'sekarang', 'dapat', 'notifikasi', 'email', 'juga', 'diblock']",nomor diblock karyawan xl pekanbaru notifikasi email diblock
xlexlim,Mau nanya ni gw kok signal gw hilang itu kartu gw rusak apa gimana?,12/31/25 11:05 PM,Mau nanya ni gw kok signal gw hilang itu kartu gw rusak apa gimana,mau nanya ni gw kok signal gw hilang itu kartu gw rusak apa gimana,mau bertanya nih gue kok signal gue hilang itu kartu gue rusak apa bagaimana,XL,"['mau', 'bertanya', 'nih', 'gue', 'kok', 'signal', 'gue', 'hilang', 'itu', 'kartu', 'gue', 'rusak', 'apa', 'bagaimana']",signal hilang kartu rusak
niyeniiii,"Minnn paketnya mahal, sinyal sering ilang. Di jam kerja begini sinyal 1 batang doangðŸ˜¢",12/31/25 11:05 PM,Min paketnya mahal sinyal sering ilang Di jam kerja begini sinyal 1 batang doang,min paketnya mahal sinyal sering ilang di jam kerja begini sinyal 1 batang doang,min paketnya mahal sinyal sering hilang di jam kerja begini sinyal 1 batang doang,XL,"['min', 'paketnya', 'mahal', 'sinyal', 'sering', 'hilang', 'di', 'jam', 'kerja', 'begini', 'sinyal', '1', 'batang', 'doang']",paketnya mahal sinyal hilang jam kerja sinyal 1 batang doang
simarmatayosua,"Halo min, apakah ada cs online selain bot? Saya mau aktifkan mbanking tapi tidak bisa menerima SMS premium  ngechat maya ga guna",12/31/25 11:05 PM,Halo min apakah ada cs online selain bot Saya mau aktifkan mbanking tapi tidak bisa menerima SMS premium ngechat maya ga guna,halo min apakah ada cs online selain bot saya mau aktifkan mbanking tapi tidak bisa menerima sms premium ngechat maya ga guna,halo min apakah ada cs online selain bot saya mau aktifkan mbanking tapi tidak bisa menerima sms premium ngechat maya tidak guna,XL,"['halo', 'min', 'apakah', 'ada', 'cs', 'online', 'selain', 'bot', 'saya', 'mau', 'aktifkan', 'mbanking', 'tapi', 'tidak', 'bisa', 'menerima', 'sms', 'premium', 'ngechat', 'maya', 'tidak', 'guna']",halo cs online bot aktifkan mbanking menerima sms premium ngechat maya
makeupriana25,"Mimin sampaikan tolong ke Tim HRD XL. Ayah saya telah mengabdi lebih dari 21 tahun sebagai karyawan di XL Axiata.Namun sejak 14 April 2025, ia mengalami PHK sepihak tanpa kejelasan.Sampai hari ini, 30 April 2025, tidak ada satu pun penjelasan atau bukti bahwa laporan kami benar-benar ditinjau.Kami hanya menerima balasan â€œsudah difollow upâ€ tanpa tindak lanjut konkret.Apakah perusahaan sebesar XL sudah tidak menghargai loyalitas dan pengabdian karyawannya sendiri?Jika tidak ada penyelesaian dalam waktu dekat, kami akan bawa kasus ini ke Disnaker dan media sosial.Kami hanya menuntut keadilan untuk ayah kami yang telah bekerja puluhan tahun dengan penuh tanggung jawab.",12/31/25 11:05 PM,Mimin sampaikan tolong ke Tim HRD XL Ayah saya telah mengabdi lebih dari 21 tahun sebagai karyawan di XL Axiata Namun sejak 14 April 2025 ia mengalami PHK sepihak tanpa kejelasan Sampai hari ini 30 April 2025 tidak ada satu pun penjelasan atau bukti bahwa laporan kami benar benar ditinjau Kami hanya menerima balasan sudah difollow up tanpa tindak lanjut konkret Apakah perusahaan sebesar XL sudah tidak menghargai loyalitas dan pengabdian karyawannya sendiri Jika tidak ada penyelesaian dalam waktu dekat kami akan bawa kasus ini ke Disnaker dan media sosial Kami hanya menuntut keadilan untuk ayah kami yang telah bekerja puluhan tahun dengan penuh tanggung jawab,mimin sampaikan tolong ke tim hrd xl ayah saya telah mengabdi lebih dari 21 tahun sebagai karyawan di xl axiata namun sejak 14 april 2025 ia mengalami phk sepihak tanpa kejelasan sampai hari ini 30 april 2025 tidak ada satu pun penjelasan atau bukti bahwa laporan kami benar benar ditinjau kami hanya menerima balasan sudah difollow up tanpa tindak lanjut konkret apakah perusahaan sebesar xl sudah tidak menghargai loyalitas dan pengabdian karyawannya sendiri jika tidak ada penyelesaian dalam waktu dekat kami akan bawa kasus ini ke disnaker dan media sosial kami hanya menuntut keadilan untuk ayah kami yang telah bekerja puluhan tahun dengan penuh tanggung jawab,admin sampaikan tolong ke tim hrd xl ayah saya telah mengabdi lebih dari 21 tahun sebagai karyawan di xl axiata namun sejak 14 april 2025 ia mengalami phk sepihak tanpa kejelasan sampai hari ini 30 april 2025 tidak ada satu pun penjelasan atau bukti bahwa laporan kami benar benar ditinjau kami hanya menerima balasan sudah difollow up tanpa tindak lanjut konkret apakah perusahaan sebesar xl sudah tidak menghargai loyalitas dan pengabdian karyawannya sendiri jika tidak ada penyelesaian dalam waktu dekat kami akan bawa kasus ini ke disnaker dan media sosial kami hanya menuntut keadilan untuk ayah kami yang telah bekerja puluhan tahun dengan penuh tanggung jawab,XL,"['admin', 'sampaikan', 'tolong', 'ke', 'tim', 'hrd', 'xl', 'ayah', 'saya', 'telah', 'mengabdi', 'lebih', 'dari', '21', 'tahun', 'sebagai', 'karyawan', 'di', 'xl', 'axiata', 'namun', 'sejak', '14', 'april', '2025', 'ia', 'mengalami', 'phk', 'sepihak', 'tanpa', 'kejelasan', 'sampai', 'hari', 'ini', '30', 'april', '2025', 'tidak', 'ada', 'satu', 'pun', 'penjelasan', 'atau', 'bukti', 'bahwa', 'laporan', 'kami', 'benar', 'benar', 'ditinjau', 'kami', 'hanya', 'menerima', 'balasan', 'sudah', 'difollow', 'up', 'tanpa', 'tindak', 'lanjut', 'konkret', 'apakah', 'perusahaan', 'sebesar', 'xl', 'sudah', 'tidak', 'menghargai', 'loyalitas', 'dan', 'pengabdian', 'karyawannya', 'sendiri', 'jika', 'tidak', 'ada', 'penyelesaian', 'dalam', 'waktu', 'dekat', 'kami', 'akan', 'bawa', 'kasus', 'ini', 'ke', 'disnaker', 'dan', 'media', 'sosial', 'kami', 'hanya', 'menuntut', 'keadilan', 'untuk', 'ayah', 'kami', 'yang', 'telah', 'bekerja', 'puluhan', 'tahun', 'dengan', 'penuh', 'tanggung', 'jawab']",admin tolong tim hrd xl ayah mengabdi 21 karyawan xl axiata 14 april 2025 mengalami phk kejelasan 30 april 2025 penjelasan bukti laporan ditinjau menerima balasan difollow up tindak konkret perusahaan xl menghargai loyalitas pengabdian karyawannya penyelesaian bawa disnaker media sosial menuntut keadilan ayah puluhan penuh tanggung
mahfisea,MIN SINYAL NYA GA ADAA TOLONG,12/31/25 11:05 PM,MIN SINYAL NYA GA ADAA TOLONG,min sinyal nya ga adaa tolong,min sinyal ya tidak ada tolong,XL,"['min', 'sinyal', 'ya', 'tidak', 'ada', 'tolong']",sinyal tolong
neivr,Tolong XL diperbaiki jaringan nya lelet banget,12/31/25 11:05 PM,Tolong XL diperbaiki jaringan nya lelet banget,tolong xl diperbaiki jaringan nya lelet banget,tolong xl diperbaiki jaringan ya lelet banget,XL,"['tolong', 'xl', 'diperbaiki', 'jaringan', 'ya', 'lelet', 'banget']",tolong xl diperbaiki jaringan lelet banget
camilarusliani,kenapa kuota pelanggan baru tidak bisa dipakai ya pdhl masih banyak terus tenggang nya 27mei,12/31/25 11:05 PM,kenapa kuota pelanggan baru tidak bisa dipakai ya pdhl masih banyak terus tenggang nya 27mei,kenapa kuota pelanggan baru tidak bisa dipakai ya pdhl masih banyak terus tenggang nya 27mei,kenapa kuota pelanggan baru tidak bisa dipakai ya padahal masih banyak terus tenggang ya 27mei,XL,"['kenapa', 'kuota', 'pelanggan', 'baru', 'tidak', 'bisa', 'dipakai', 'ya', 'padahal', 'masih', 'banyak', 'terus', 'tenggang', 'ya', '27mei']",kuota pelanggan dipakai tenggang 27mei
camilarusliani,knpa ga bisa DM ya ka,12/31/25 11:05 PM,knpa ga bisa DM ya ka,knpa ga bisa dm ya ka,kenapa tidak bisa dm ya kak,XL,"['kenapa', 'tidak', 'bisa', 'dm', 'ya', 'kak']",
edevii,Min kenapa ya dari krmn tbtb jaringan xl ku ilang kaya SIM tidak tersedia mulu,12/31/25 11:05 PM,Min kenapa ya dari krmn tbtb jaringan xl ku ilang kaya SIM tidak tersedia mulu,min kenapa ya dari krmn tbtb jaringan xl ku ilang kaya sim tidak tersedia mulu,min kenapa ya dari krmn tbtb jaringan xl ku hilang kayak sim tidak tersedia mulu,XL,"['min', 'kenapa', 'ya', 'dari', 'krmn', 'tbtb', 'jaringan', 'xl', 'ku', 'hilang', 'kayak', 'sim', 'tidak', 'tersedia', 'mulu']",krmn tbtb jaringan xl hilang kayak sim tersedia mulu
icukdwikustiyan_,"quota mahal , pulsa sering hilang , jaringan lemot. lengkappp",12/31/25 11:05 PM,quota mahal pulsa sering hilang jaringan lemot lengkap,quota mahal pulsa sering hilang jaringan lemot lengkap,quota mahal pulsa sering hilang jaringan lemot lengkap,XL,"['quota', 'mahal', 'pulsa', 'sering', 'hilang', 'jaringan', 'lemot', 'lengkap']",quota mahal pulsa hilang jaringan lemot lengkap
refriyanar_,"My XL gabisa dibuka, jarang dapat promo juga",12/31/25 11:05 PM,My XL gabisa dibuka jarang dapat promo juga,my xl gabisa dibuka jarang dapat promo juga,my xl tidak bisa dibuka jarang dapat promo juga,XL,"['my', 'xl', 'tidak', 'bisa', 'dibuka', 'jarang', 'dapat', 'promo', 'juga']",my xl dibuka jarang promo
avanchalik_,Min aplikasi myxl kenapa gabisa..gajelas banget dah,12/31/25 11:05 PM,Min aplikasi myxl kenapa gabisa gajelas banget dah,min aplikasi myxl kenapa gabisa gajelas banget dah,min aplikasi myxl kenapa tidak bisa tidak jelas banget sudah,XL,"['min', 'aplikasi', 'myxl', 'kenapa', 'tidak', 'bisa', 'tidak', 'jelas', 'banget', 'sudah']",aplikasi myxl banget
abdlmalik_11,sinyal penuh tapi lelet hadehhhh,12/31/25 11:05 PM,sinyal penuh tapi lelet hadeh,sinyal penuh tapi lelet hadeh,sinyal penuh tapi lelet hadeh,XL,"['sinyal', 'penuh', 'tapi', 'lelet', 'hadeh']",sinyal penuh lelet hadeh
udagiffa,"Sudah berkali-kali melakukan restart jaringan, masih sama sering putus-putus! Lokasi terakhir kali saya menggunakan XL di Marpoyan Damai Pekanbaru. Adaa masalah apa sih kalian?",12/31/25 11:05 PM,Sudah berkali kali melakukan restart jaringan masih sama sering putus putus Lokasi terakhir kali saya menggunakan XL di Marpoyan Damai Pekanbaru Adaa masalah apa sih kalian,sudah berkali kali melakukan restart jaringan masih sama sering putus putus lokasi terakhir kali saya menggunakan xl di marpoyan damai pekanbaru adaa masalah apa sih kalian,sudah berkali kali melakukan restart jaringan masih sama sering putus putus lokasi terakhir kali saya menggunakan xl di marpoyan damai pekanbaru ada masalah apa sih kalian,XL,"['sudah', 'berkali', 'kali', 'melakukan', 'restart', 'jaringan', 'masih', 'sama', 'sering', 'putus', 'putus', 'lokasi', 'terakhir', 'kali', 'saya', 'menggunakan', 'xl', 'di', 'marpoyan', 'damai', 'pekanbaru', 'ada', 'masalah', 'apa', 'sih', 'kalian']",berkali kali restart jaringan putus putus lokasi kali xl marpoyan damai pekanbaru
feriirmdhn_,Udh bertaun taun dari taun 2018 pake xl masih aja kaya gini,12/31/25 11:05 PM,Udh bertaun taun dari taun 2018 pake xl masih aja kaya gini,udh bertaun taun dari taun 2018 pake xl masih aja kaya gini,sudah bertaun tahun dari tahun 2018 pakai xl masih saja kayak begini,XL,"['sudah', 'bertaun', 'tahun', 'dari', 'tahun', '2018', 'pakai', 'xl', 'masih', 'saja', 'kayak', 'begini']",bertaun 2018 pakai xl kayak
tarisawlndr_,Minn kenapa pengguna baru bnyak dapat promo sedangkan saya pengguna lama tidak pernah dapat harga promo setiap beli data hingga 81% di apk ðŸ™ tolong dijawab ya min sekalian minta promo nya ðŸ™ðŸ™,12/31/25 11:05 PM,Minn kenapa pengguna baru bnyak dapat promo sedangkan saya pengguna lama tidak pernah dapat harga promo setiap beli data hingga 81 di apk tolong dijawab ya min sekalian minta promo nya,minn kenapa pengguna baru bnyak dapat promo sedangkan saya pengguna lama tidak pernah dapat harga promo setiap beli data hingga 81 di apk tolong dijawab ya min sekalian minta promo nya,minn kenapa pengguna baru banyak dapat promo sedangkan saya pengguna lama tidak pernah dapat harga promo setiap beli data hingga 81 di apk tolong dijawab ya min sekalian meminta promo ya,XL,"['minn', 'kenapa', 'pengguna', 'baru', 'banyak', 'dapat', 'promo', 'sedangkan', 'saya', 'pengguna', 'lama', 'tidak', 'pernah', 'dapat', 'harga', 'promo', 'setiap', 'beli', 'data', 'hingga', '81', 'di', 'apk', 'tolong', 'dijawab', 'ya', 'min', 'sekalian', 'meminta', 'promo', 'ya']",pengguna promo pengguna harga promo beli data 81 apk tolong promo
bersajaksaja_,"Paket internet msh banyak, tp kenapa gak bisa terkonek woeee",12/31/25 11:05 PM,Paket internet msh banyak tp kenapa gak bisa terkonek woe,paket internet msh banyak tp kenapa gak bisa terkonek woe,paket internet masih banyak tapi kenapa tidak bisa terkonek woe,XL,"['paket', 'internet', 'masih', 'banyak', 'tapi', 'kenapa', 'tidak', 'bisa', 'terkonek', 'woe']",paket internet terkonek woe
sayntagram,ini jaringan E terus kenapa ya,12/31/25 11:05 PM,ini jaringan E terus kenapa ya,ini jaringan e terus kenapa ya,ini jaringan e terus kenapa ya,XL,"['ini', 'jaringan', 'e', 'terus', 'kenapa', 'ya']",jaringan e
_byeinsomnia,"Mau reaktivasi, apk nya error tross",12/31/25 11:05 PM,Mau reaktivasi apk nya error tross,mau reaktivasi apk nya error tross,mau reaktivasi apk ya error tross,XL,"['mau', 'reaktivasi', 'apk', 'ya', 'error', 'tross']",reaktivasi apk error tross
dwzhraaa__,Di myXL udah ga bisa bayar pake Shopee pay ya min??? Kok udah beberapa hari ini mau milih pembayaran itu malah eror mulu,12/31/25 11:05 PM,Di myXL udah ga bisa bayar pake Shopee pay ya min Kok udah beberapa hari ini mau milih pembayaran itu malah eror mulu,di myxl udah ga bisa bayar pake shopee pay ya min kok udah beberapa hari ini mau milih pembayaran itu malah eror mulu,di myxl sudah tidak bisa bayar pakai shopee pay ya min kok sudah beberapa hari ini mau memilih pembayaran itu malah eror mulu,XL,"['di', 'myxl', 'sudah', 'tidak', 'bisa', 'bayar', 'pakai', 'shopee', 'pay', 'ya', 'min', 'kok', 'sudah', 'beberapa', 'hari', 'ini', 'mau', 'memilih', 'pembayaran', 'itu', 'malah', 'eror', 'mulu']",myxl bayar pakai shopee pay memilih pembayaran eror mulu
cichakanny,Bagaiman caranya biar laporan saya yg pertama dan ke2 ini dapat diselsaiakan dari pihak XL??? Chat mayaa gak ada solusi apa-apa malah lepas tangan dan mengahiri chat dengan sengaja.,12/31/25 11:05 PM,Bagaiman caranya biar laporan saya yg pertama dan ke2 ini dapat diselsaiakan dari pihak XL Chat mayaa gak ada solusi apa apa malah lepas tangan dan mengahiri chat dengan sengaja,bagaiman caranya biar laporan saya yg pertama dan ke2 ini dapat diselsaiakan dari pihak xl chat mayaa gak ada solusi apa apa malah lepas tangan dan mengahiri chat dengan sengaja,bagaiman caranya biar laporan saya yang pertama dan ke2 ini dapat diselsaiakan dari pihak xl chat mayaa tidak ada solusi apa apa malah lepas tangan dan mengahiri chat dengan sengaja,XL,"['bagaiman', 'caranya', 'biar', 'laporan', 'saya', 'yang', 'pertama', 'dan', 'ke2', 'ini', 'dapat', 'diselsaiakan', 'dari', 'pihak', 'xl', 'chat', 'mayaa', 'tidak', 'ada', 'solusi', 'apa', 'apa', 'malah', 'lepas', 'tangan', 'dan', 'mengahiri', 'chat', 'dengan', 'sengaja']",bagaiman biar laporan ke2 diselsaiakan xl chat mayaa solusi lepas tangan mengahiri chat sengaja
shikshakshok_00_,Xtra combo flex dapet gratis youtube tp pas dibeli selalu ga dapet wkwkwkw,12/31/25 11:05 PM,Xtra combo flex dapet gratis youtube tp pas dibeli selalu ga dapet wkwkwkw,xtra combo flex dapet gratis youtube tp pas dibeli selalu ga dapet wkwkwkw,xtra combo flex dapat gratis youtube tapi pas dibeli selalu tidak dapat wkwkwkw,XL,"['xtra', 'combo', 'flex', 'dapat', 'gratis', 'youtube', 'tapi', 'pas', 'dibeli', 'selalu', 'tidak', 'dapat', 'wkwkwkw']",xtra combo flex gratis youtube pas dibeli wkwkwkw
jmonicass,"Kok sinyal hilangâ€an, lemot, tapi bisaâ€nya  kuota cepet abis? Promosi buat pindah ke XL prioritasnya begini nih???",12/31/25 11:05 PM,Kok sinyal hilang an lemot tapi bisa nya kuota cepet abis Promosi buat pindah ke XL prioritasnya begini nih,kok sinyal hilang an lemot tapi bisa nya kuota cepet abis promosi buat pindah ke xl prioritasnya begini nih,kok sinyal hilang an lemot tapi bisa ya kuota cepat habis promosi buat pindah ke xl prioritasnya begini nih,XL,"['kok', 'sinyal', 'hilang', 'an', 'lemot', 'tapi', 'bisa', 'ya', 'kuota', 'cepat', 'habis', 'promosi', 'buat', 'pindah', 'ke', 'xl', 'prioritasnya', 'begini', 'nih']",sinyal hilang an lemot kuota cepat habis promosi pindah xl prioritasnya
mass_raihan026.id,Min klarifikasi dong ni gangguan udah seharian ðŸ˜¢ðŸ˜¢,12/31/25 11:05 PM,Min klarifikasi dong ni gangguan udah seharian,min klarifikasi dong ni gangguan udah seharian,min klarifikasi dong nih gangguan sudah seharian,XL,"['min', 'klarifikasi', 'dong', 'nih', 'gangguan', 'sudah', 'seharian']",klarifikasi gangguan seharian
indahk88,"Min, XL kenapa klo padam listrik jaringan XL jg ikutan matii ?? Bertanya dengan nada lembut",12/31/25 11:05 PM,Min XL kenapa klo padam listrik jaringan XL jg ikutan matii Bertanya dengan nada lembut,min xl kenapa klo padam listrik jaringan xl jg ikutan matii bertanya dengan nada lembut,min xl kenapa kalau padam listrik jaringan xl juga ikutan mati bertanya dengan nada lembut,XL,"['min', 'xl', 'kenapa', 'kalau', 'padam', 'listrik', 'jaringan', 'xl', 'juga', 'ikutan', 'mati', 'bertanya', 'dengan', 'nada', 'lembut']",xl padam listrik jaringan xl ikutan mati nada lembut
ota_piyyan,"Min sinyalnya ilang mulu, benerin dong ganggu banget",12/31/25 11:05 PM,Min sinyalnya ilang mulu benerin dong ganggu banget,min sinyalnya ilang mulu benerin dong ganggu banget,min sinyalnya hilang mulu benerin dong ganggu banget,XL,"['min', 'sinyalnya', 'hilang', 'mulu', 'benerin', 'dong', 'ganggu', 'banget']",sinyalnya hilang mulu benerin ganggu banget
him_rmdhn11,Min beli pulsa xl kok ga masuk2 nih?,12/31/25 11:05 PM,Min beli pulsa xl kok ga masuk2 nih,min beli pulsa xl kok ga masuk2 nih,min beli pulsa xl kok tidak masuk2 nih,XL,"['min', 'beli', 'pulsa', 'xl', 'kok', 'tidak', 'masuk2', 'nih']",beli pulsa xl masuk2
ditapsclutm,Min ko sy beli paketan di apk nya mau transaksi ko gabisa ya minðŸ˜¢ mana udh 5x ga berhasil jgðŸ˜«,12/31/25 11:05 PM,Min ko sy beli paketan di apk nya mau transaksi ko gabisa ya min mana udh 5x ga berhasil jg,min ko sy beli paketan di apk nya mau transaksi ko gabisa ya min mana udh 5x ga berhasil jg,min kok saya beli paketan di apk ya mau transaksi kok tidak bisa ya min mana sudah 5x tidak berhasil juga,XL,"['min', 'kok', 'saya', 'beli', 'paketan', 'di', 'apk', 'ya', 'mau', 'transaksi', 'kok', 'tidak', 'bisa', 'ya', 'min', 'mana', 'sudah', '5x', 'tidak', 'berhasil', 'juga']",beli paketan apk transaksi 5x berhasil
hanasafira,Min bisa kali stop spam call buat nawarin xl prioritas padahal,12/31/25 11:05 PM,Min bisa kali stop spam call buat nawarin xl prioritas padahal,min bisa kali stop spam call buat nawarin xl prioritas padahal,min bisa kali stop spam call buat menawari xl prioritas padahal,XL,"['min', 'bisa', 'kali', 'stop', 'spam', 'call', 'buat', 'menawari', 'xl', 'prioritas', 'padahal']",kali stop spam call menawari xl prioritas
septiakrisna,XL kenapa sinyal kamu seharian hilang tu kenapaaa ya ðŸ˜¢ðŸ˜¢,12/31/25 11:05 PM,XL kenapa sinyal kamu seharian hilang tu kenapa ya,xl kenapa sinyal kamu seharian hilang tu kenapa ya,xl kenapa sinyal kamu seharian hilang itu kenapa ya,XL,"['xl', 'kenapa', 'sinyal', 'kamu', 'seharian', 'hilang', 'itu', 'kenapa', 'ya']",xl sinyal seharian hilang
bmwbsp20,Min gimana sih koq saya baru bli nomor pra bayar pas mau dreg wa nya masi aktif punya orang lain ðŸ™Œ,12/31/25 11:05 PM,Min gimana sih koq saya baru bli nomor pra bayar pas mau dreg wa nya masi aktif punya orang lain,min gimana sih koq saya baru bli nomor pra bayar pas mau dreg wa nya masi aktif punya orang lain,min bagaimana sih kok saya baru beli nomor pra bayar pas mau dreg wa ya masih aktif punya orang lain,XL,"['min', 'bagaimana', 'sih', 'kok', 'saya', 'baru', 'beli', 'nomor', 'pra', 'bayar', 'pas', 'mau', 'dreg', 'wa', 'ya', 'masih', 'aktif', 'punya', 'orang', 'lain']",beli nomor pra bayar pas dreg wa aktif orang
